Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
12256,CA,33.34543868,-118.2587447,sdv-pii-h37ut,sdv-pii-17p42,sdv-pii-u1new,sdv-pii-vrdr5,sdv-pii-d09vh,1,10/14/2006,,12-09-2007,04/24/2012,1.262509415,5.594652092,3.619238038,,11,1,11000,3,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,sdv-pii-ppwu0,0,0,1,1,1,0,1.07653623,1,closed
12257,MA,43.39337673,-75.29470505,sdv-pii-fea9p,sdv-pii-ymeg9,sdv-pii-55zqn,,sdv-pii-yl6km,1,09-05-2013,,02-06-2008,06/29/2009,8.384923659,7.507460545,4.062347508,5.559448388,3,3,116055699,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,sdv-pii-rru0i,1,0,0,0,0,0,1,1,acquired
12258,VA,32.20176707,-120.996559,sdv-pii-5meol,sdv-pii-tfnto,sdv-pii-caj7g,,sdv-pii-6txz4,1,02/20/1999,,03/25/2008,10/16/2008,-0.036882698,4.25624088,11.12113144,4.844054976,16,1,11000,1,CA,1,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-e07ud,1,0,0,1,0,0,1.67600224,1,closed
12259,CA,38.38657266,-121.4038721,sdv-pii-502vv,sdv-pii-hv9n4,sdv-pii-r6skm,,sdv-pii-ntl68,1,03-07-2004,11-07-2011,02-06-2008,11/25/2013,-0.616859971,7.407052658,3.447522115,0.266206216,5,1,11000,2,PA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,0,sdv-pii-9tyv9,1,1,1,1,1,1,2.416002348,1,acquired
12260,IL,36.77008632,-67.9975161,sdv-pii-4fsj4,sdv-pii-um978,sdv-pii-dh32c,,sdv-pii-3dsgu,1,01-08-1998,,08/25/2010,07/15/2012,1.521920434,1.094011017,8.092256808,,3,5,11000,3,TX,0,0,0,0,1,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-pse8b,0,0,1,1,1,0,2.400243111,1,acquired
12261,NY,38.23676736,-117.5276089,sdv-pii-8h792,sdv-pii-k0q2t,sdv-pii-p80xc,,sdv-pii-hgjyo,1,11-06-2010,,08/21/2007,01/29/2012,0.784447469,1.798867691,3.868129843,3.702712193,1,1,11000,3,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,0,sdv-pii-0fuyw,0,0,1,0,1,0,4.138275132,0,acquired
12262,GA,37.21308926,-116.9718204,sdv-pii-5bawk,sdv-pii-nq1bq,sdv-pii-46sfl,sdv-pii-u24dq,sdv-pii-i0dy7,0,07/21/2005,,03/26/2007,11/25/2010,2.931898395,2.57812172,,4.237294068,7,1,11000,3,WA,0,0,0,0,0,biotech,0,0,0,0,0,0,0,0,0,1,sdv-pii-85896,0,0,0,0,0,1,1.152496964,1,closed
12263,NY,36.81937254,-64.96911062,sdv-pii-0dc2d,sdv-pii-mjva4,sdv-pii-scuzp,sdv-pii-6ctzs,sdv-pii-rq9sv,1,03-06-2006,09/24/2011,08/28/2005,08-10-2009,1.307958657,1.826270834,1.769225162,2.15842987,0,1,11000,1,TX,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-a9z7h,0,1,0,1,1,0,1.225137481,1,acquired
12264,NY,36.90306434,-69.55596752,sdv-pii-lvsek,sdv-pii-rc5cu,sdv-pii-e6dtv,,sdv-pii-yknn5,1,06/22/2002,09/21/2011,11/30/2008,08/26/2013,0.196290223,0.941282711,8.610977008,2.79400799,0,4,11000,1,NJ,0,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,1,sdv-pii-ody6k,0,0,0,0,1,0,2.578476614,1,acquired
12265,CA,37.96029985,-70.84560018,sdv-pii-rptst,sdv-pii-vnmhf,sdv-pii-pktl7,sdv-pii-e24jy,sdv-pii-n3dxd,1,12/21/2011,,01/20/2006,11/29/2008,1.048046172,1.872271683,,5.096104299,10,3,11000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,sdv-pii-lieo8,0,1,0,1,0,0,2.986848568,1,closed
12266,WA,38.2557776,-116.5025386,sdv-pii-h1i5o,sdv-pii-c3ik6,sdv-pii-9s0zy,,sdv-pii-s56ob,1,05-12-2006,,10-09-2004,10-06-2014,1.062679607,5.590220402,5.979402544,5.474627028,7,4,11000,1,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-d2c8l,0,1,0,0,0,1,1.414090949,1,acquired
12267,CA,38.244973,-89.67837243,sdv-pii-nenrs,sdv-pii-yr0iw,sdv-pii-48rdo,sdv-pii-02u3j,sdv-pii-cmjl3,1,08/23/2006,10/24/2011,09/17/2006,01/14/2010,4.118010225,7.18759889,2.98594826,0.849225225,18,4,11000,2,TN,0,0,0,0,0,public_relations,0,0,0,0,1,0,0,0,0,0,sdv-pii-6ipfr,0,1,1,0,0,1,2.038925232,1,closed
12268,CA,37.98139737,-103.7786624,sdv-pii-lq2q5,sdv-pii-jpi1z,sdv-pii-i2dbm,,sdv-pii-dhhsq,0,10-03-2004,,03-12-2011,08/28/2010,4.892498783,6.637997699,6.298816746,-2.963805388,1,1,13030189,3,NY,0,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,0,sdv-pii-re7qr,0,0,1,0,0,1,1.758003959,1,acquired
12269,MA,40.93360713,-117.4452869,sdv-pii-4fxwb,sdv-pii-58syc,sdv-pii-33kzs,sdv-pii-im2j8,sdv-pii-f4j5u,1,05-02-2004,10/20/2011,10-05-2007,07-05-2005,2.093115721,1.481123594,6.918811666,,0,3,11000,1,CA,0,0,0,0,0,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-gdqd8,0,0,0,0,0,1,2.840618415,0,acquired
12270,CA,43.79257824,-104.0695796,sdv-pii-as0lw,sdv-pii-x7ezm,sdv-pii-nqexh,,sdv-pii-6ilw2,1,05/24/2008,08/26/2011,04-02-2010,05-11-2011,2.174131967,1.539874813,4.08672238,4.0430087,0,4,11000,0,CA,0,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,sdv-pii-rmckp,0,0,1,0,0,0,1.172835443,1,closed
12271,CA,50.80562893,-69.55301187,sdv-pii-oil0r,sdv-pii-1iwq4,sdv-pii-5ok8z,,sdv-pii-d3akm,0,04-05-2008,,07-09-2006,04/17/2009,2.50906638,2.887901887,,-0.301891597,2,3,11000,3,NY,0,0,0,0,1,mobile,1,0,0,0,0,0,0,0,0,1,sdv-pii-73f5z,0,0,1,1,0,1,2.776618951,1,closed
12272,CA,42.9137464,-62.89342188,sdv-pii-kdjle,sdv-pii-42n4c,sdv-pii-93as9,sdv-pii-w1drj,sdv-pii-v62ws,0,10-08-2001,02-06-2008,04-04-2008,04/30/2006,7.046662848,3.54318448,14.11251947,-3.590512559,23,1,11000,3,CA,0,0,0,0,0,analytics,0,0,1,0,0,0,0,0,0,1,sdv-pii-df4mq,0,0,1,0,1,0,1.748272893,1,closed
12273,CA,38.5126689,-115.5343728,sdv-pii-jd7nd,sdv-pii-5e91y,sdv-pii-naj16,sdv-pii-k8yjo,sdv-pii-nmu5n,1,01/17/2010,08-12-2011,11/20/2007,02-08-2012,-0.872497,0.099028685,3.975387996,5.921632063,8,1,11000,0,CA,1,0,0,0,0,semiconductor,1,1,0,0,0,0,0,0,0,0,sdv-pii-dyvhm,0,0,0,0,0,0,1.974991558,1,acquired
12274,WV,43.88019925,-69.48156347,sdv-pii-dxosw,sdv-pii-55c8n,sdv-pii-2vmlj,sdv-pii-g1jza,sdv-pii-l90rf,1,05/19/2004,10/18/2011,07/16/2005,01-07-2011,0.230518706,12.45346533,4.620501385,4.683058739,5,1,11000,1,OH,1,0,0,0,0,fashion,0,1,0,0,0,0,0,0,0,1,sdv-pii-cwbof,0,0,0,1,1,0,3.322233053,1,closed
12275,NY,36.7902952,-62.72629361,sdv-pii-np4ji,sdv-pii-gb1gb,sdv-pii-l3zhl,sdv-pii-5bgll,sdv-pii-znxr5,1,09/27/2002,,05/28/2009,06/19/2008,4.631290808,2.535159483,13.07773428,0.043566185,8,1,11000,3,MA,0,0,0,1,0,fashion,0,0,0,0,0,0,0,0,0,1,sdv-pii-4jpk6,0,1,1,1,0,0,1.560143811,0,closed
12276,CA,37.65719438,-67.3834898,sdv-pii-qceeo,sdv-pii-5lp6n,sdv-pii-kioyc,sdv-pii-2ilrn,sdv-pii-mxz50,0,01/14/1997,,03/21/2005,04/24/2009,1.338396774,3.52957511,4.04511325,,6,1,11000,2,AR,0,0,0,0,1,advertising,0,0,0,0,0,0,0,0,0,1,sdv-pii-m86fu,0,0,1,0,1,0,2.295686435,1,closed
12277,NY,37.80369827,-78.26511887,sdv-pii-03f7r,sdv-pii-3q8zi,sdv-pii-rrlgb,,sdv-pii-q1v1a,1,06-09-2007,,06/24/2008,02-12-2009,-1.019266367,2.527995569,7.806014124,4.072174745,5,4,11000,2,CA,0,0,0,0,0,enterprise,0,1,0,0,0,0,0,0,0,1,sdv-pii-6ai2n,0,0,0,1,0,0,1,0,acquired
12278,CA,37.07944043,-64.76794911,sdv-pii-as72g,sdv-pii-zluic,sdv-pii-bb7eq,,sdv-pii-aj3cv,1,05/19/2008,12/19/2012,05/15/2009,10/24/2010,-0.081790467,0.190069694,3.635363975,-1.247853703,12,3,11000,2,TX,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-inehv,1,0,1,1,0,0,2.096480629,1,acquired
12279,TX,38.12410768,-116.8658966,sdv-pii-swatw,sdv-pii-ntqis,sdv-pii-usloa,,sdv-pii-nbmhi,1,11/21/2009,04/18/2013,07-09-2010,11/16/2010,1.446523506,1.691740291,10.9533141,,5,4,11000,5,CA,0,0,0,0,0,games_video,0,1,0,0,0,0,0,0,0,0,sdv-pii-oolfi,0,1,0,0,1,0,2.102814561,1,acquired
12280,CA,36.97113034,-74.13182465,sdv-pii-rrqqm,sdv-pii-z5h2o,sdv-pii-r5gn3,,sdv-pii-1ys5l,1,08/27/2006,,06/15/2007,12-11-2006,-0.75287787,10.65392581,,-0.7736489,2,6,11000,1,MA,1,1,0,0,0,enterprise,0,0,0,1,0,0,0,1,0,1,sdv-pii-8qdex,0,0,1,0,0,0,5.469938016,1,acquired
12281,FL,41.21093944,-66.30524985,sdv-pii-a7szh,sdv-pii-nbzcd,sdv-pii-shc0w,sdv-pii-io1h8,sdv-pii-j3g10,1,02/17/2012,,10/28/2010,08/28/2012,0.602576996,10.35504967,4.155175485,-0.876483068,7,1,11000,1,WA,0,1,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-bfora,0,0,1,0,1,0,2.327816785,1,acquired
12282,CA,38.27707265,-63.320692,sdv-pii-93tn6,sdv-pii-uamdw,sdv-pii-2w74f,sdv-pii-wqxw3,sdv-pii-fqzay,1,06/21/2011,09-03-2011,11-06-2006,05/16/2009,0.665967157,3.618000961,4.082692765,4.30087075,12,1,11000,1,VA,0,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,1,sdv-pii-2jh6x,0,0,0,0,0,0,1.760660355,1,closed
12283,CA,37.91446978,-71.66705016,sdv-pii-3410k,sdv-pii-fj0dk,sdv-pii-skp3z,sdv-pii-wdgi8,sdv-pii-0rkxp,0,05/30/2002,,10/28/2006,06-02-2014,0.770591484,6.475468789,11.94274142,3.090267285,14,4,11000,3,CA,1,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-5fr3y,0,0,0,0,0,0,1.065344432,1,acquired
12284,CA,38.18355884,-64.62442153,sdv-pii-i50b3,sdv-pii-ji7jd,sdv-pii-ce6l7,sdv-pii-idoo7,sdv-pii-uj50z,1,11-03-2004,,05/15/2009,03/28/2011,1.024031373,10.79205559,7.841910116,3.766927443,2,1,3637457,2,CA,0,0,0,0,0,semiconductor,0,1,0,1,0,0,0,0,0,0,sdv-pii-g1262,0,1,0,0,0,0,4.318911281,1,acquired
12285,CA,42.39401592,-119.2472661,sdv-pii-cb0k5,sdv-pii-q7xjg,sdv-pii-a2wt2,,sdv-pii-w8mt9,1,07/14/2011,,07/18/2005,05/28/2010,1.54514353,5.23938647,3.831947859,,9,1,11000,1,NC,0,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,sdv-pii-2c2vg,0,1,1,0,1,0,1,1,acquired
12286,CA,44.62081794,-122.7569561,sdv-pii-p0r2v,sdv-pii-r82me,sdv-pii-fgxnf,sdv-pii-g2p5s,sdv-pii-di70z,0,01/27/2007,,02/28/2007,04/22/2009,5.068051079,6.693175027,16.159886,-0.317604319,4,2,8144281,4,CA,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-l0lty,0,0,0,0,1,0,1,1,acquired
12287,CA,37.8887742,-119.299707,sdv-pii-kyrbp,sdv-pii-wq6qv,sdv-pii-fjnj7,sdv-pii-gtd15,sdv-pii-h3rne,1,06-07-2002,,03-02-2010,10/16/2005,6.40431097,1.733689799,16.04479982,4.292734605,0,5,11000,0,NY,0,0,0,0,0,analytics,0,0,0,0,0,1,0,0,0,0,sdv-pii-utq4r,1,1,0,0,0,0,2.327918557,1,acquired
12288,CA,38.29751249,-72.73517138,sdv-pii-5nijr,sdv-pii-vmmys,sdv-pii-hq75o,,sdv-pii-7nm72,1,04/16/2000,,09-03-2007,08/26/2011,-0.256998428,1.83728648,3.455620168,3.359549004,7,3,11000,5,MA,1,1,0,0,0,enterprise,0,0,1,0,0,1,0,0,0,0,sdv-pii-1osul,0,0,1,0,0,0,2.659033417,0,acquired
12289,FL,38.19886344,-67.02510972,sdv-pii-gdrwi,sdv-pii-3fqvf,sdv-pii-frwl7,sdv-pii-t1cqz,sdv-pii-lir69,1,03-05-2006,,12-03-2008,11-05-2012,1.817940634,-1.01882277,3.646722921,3.89827791,0,1,11000,2,CA,0,0,0,0,0,games_video,0,0,1,0,0,0,0,0,0,1,sdv-pii-4o9hf,0,1,0,0,0,0,1,0,closed
12290,MD,37.63645561,-117.4859258,sdv-pii-dm0mo,sdv-pii-e56pm,sdv-pii-apxh0,,sdv-pii-g8a9w,1,12/20/1998,,07/16/2005,12/20/2011,2.570442711,1.282686254,3.72916121,1.030257925,4,2,11000,0,IL,0,0,0,0,1,enterprise,0,0,0,0,0,0,0,0,0,1,sdv-pii-d8zra,0,0,1,1,0,0,1,1,acquired
12291,CA,37.98933574,-116.7980948,sdv-pii-94yiw,sdv-pii-owasc,sdv-pii-5wdg2,,sdv-pii-8vtqy,1,03/30/2007,,05/15/2006,03/15/2006,0.246914994,0.579591264,9.248192903,-0.484431854,3,1,11000,5,CA,0,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,sdv-pii-rid46,0,0,0,1,0,0,1.074527835,1,closed
12292,TX,32.66027213,-67.32442129,sdv-pii-qtr7m,sdv-pii-6i1mo,sdv-pii-ke5wq,,sdv-pii-pk30c,0,09/17/1998,09/27/2011,01-11-2005,03/30/2012,2.924043289,4.73684831,4.047948156,,5,1,3853618,3,CA,0,1,0,0,0,software,0,0,0,1,0,0,0,0,0,0,sdv-pii-46pre,0,0,0,1,0,0,3.70225215,1,acquired
12293,CA,38.96381351,-67.98595891,sdv-pii-ufb1j,sdv-pii-st54j,sdv-pii-6jwl0,,sdv-pii-j4rny,1,11-09-2012,,01/28/2001,04/24/2011,1.400925546,2.399147424,3.923220368,1.955348348,4,2,11000,5,CA,0,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,sdv-pii-07luh,0,1,0,0,1,1,1,1,acquired
12294,CA,52.86016319,-66.26562615,sdv-pii-heixq,sdv-pii-vzo51,sdv-pii-gn09w,,sdv-pii-kyviu,0,01/23/1999,02/13/2012,05-05-2007,05-04-2010,0.173062724,11.84732719,4.280571062,-1.178490572,4,1,11000,2,NY,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-5kyh4,1,0,0,0,1,0,1.637612442,1,acquired
12295,IL,37.34421536,-85.77204947,sdv-pii-891s1,sdv-pii-d0xfo,sdv-pii-v1352,,sdv-pii-gyclt,1,12/15/2004,12/31/2011,05/30/2009,01/30/2011,3.877567056,4.302327897,4.395696829,0.914197689,7,1,11000,4,MA,1,0,0,0,0,cleantech,0,0,0,1,0,0,0,0,0,1,sdv-pii-saowj,0,0,0,0,0,1,1.535532345,1,closed
12296,CA,49.4787858,-121.4232866,sdv-pii-gxpqp,sdv-pii-0ufkl,sdv-pii-qveud,sdv-pii-12rla,sdv-pii-vrqq7,0,08-04-1999,11/13/2011,08-06-2006,02-01-2014,0.930183668,6.861958163,11.74199772,4.257842836,1,4,11000,1,CA,1,0,0,0,1,mobile,0,0,0,1,0,0,0,0,0,1,sdv-pii-gpb1w,0,0,0,0,1,0,1,1,closed
12297,UT,42.5900402,-115.6363599,sdv-pii-wj7a6,sdv-pii-3kbh4,sdv-pii-su4mn,sdv-pii-ledib,sdv-pii-wvzpq,1,05/28/2001,,12-07-2009,03-06-2008,-0.023220452,1.994862569,3.811778766,4.509075038,5,1,11000,0,CA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,sdv-pii-s9ltw,0,0,0,1,1,0,1.369194071,1,acquired
12298,TX,41.31996945,-86.91148571,sdv-pii-38p5v,sdv-pii-7h01x,sdv-pii-qu2ey,sdv-pii-m1eil,sdv-pii-pnhq0,1,09/13/2004,10/18/2011,04/24/2011,01/20/2010,0.812898348,2.849098188,14.43714312,4.186346433,6,3,11000,0,CA,1,0,1,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-43m1h,1,0,0,1,0,0,3.766486185,1,acquired
12299,NY,37.98775942,-118.2753528,sdv-pii-9pv10,sdv-pii-t4bz0,sdv-pii-9b021,,sdv-pii-l3esz,1,02/25/2010,10-06-2011,05-11-2012,12-11-2010,2.486705682,8.67644743,10.38830662,12.21260733,0,1,11000,1,MA,0,0,0,0,0,enterprise,0,0,0,0,0,0,0,0,0,1,sdv-pii-o93b4,0,0,1,1,0,0,1.459433309,1,acquired
12300,WA,29.96688429,-116.3575474,sdv-pii-zrc42,sdv-pii-7eqi2,sdv-pii-hf1cz,sdv-pii-134bx,sdv-pii-pg77k,1,07/13/2004,,08/29/2012,02/22/2014,3.217957674,6.755637327,3.858925338,4.11222273,12,6,11000,0,CA,0,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,0,sdv-pii-yzjta,0,1,0,0,0,0,1.585291725,1,acquired
12301,CA,41.4123183,-121.9332512,sdv-pii-zw449,sdv-pii-zon3r,sdv-pii-3363j,sdv-pii-j8rat,sdv-pii-2qomg,1,12/27/2006,11-02-2011,04/24/2005,05-11-2009,1.699541595,3.039144391,4.106509386,4.694160837,3,4,11000,1,MA,0,0,0,0,1,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-g3vt4,0,0,1,0,0,0,1.863861007,1,acquired
12302,CA,37.28263726,-99.08491598,sdv-pii-tpojd,sdv-pii-q72zf,sdv-pii-yuqi6,sdv-pii-tdoy4,sdv-pii-bp732,0,01-03-2005,,01/18/2010,12-03-2010,-0.485869004,9.987712895,3.687603298,4.461290371,1,2,11000,0,NY,0,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,sdv-pii-a0mc3,1,1,0,0,1,0,3.115197269,1,acquired
12303,PA,38.21848434,-117.0713192,sdv-pii-fjl4c,sdv-pii-704h5,sdv-pii-i1mom,,sdv-pii-8o3yc,1,03/22/2003,10/14/2011,04/19/2004,11/21/2013,0.751594908,1.31140129,,0.327234582,15,3,11000,0,CA,1,0,1,0,0,web,0,1,0,0,0,0,0,1,0,0,sdv-pii-rpux1,1,0,1,0,0,1,2.250441401,1,acquired
12304,MA,46.71020034,-63.32662261,sdv-pii-w4nc3,sdv-pii-y3p72,sdv-pii-v5hr7,sdv-pii-pancj,sdv-pii-6v54r,1,06-03-2002,01-07-2013,09-06-2010,11/26/2009,0.143295665,1.858420092,10.42674759,,2,1,11000,2,CA,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-iccs1,0,0,0,0,1,0,1.559418448,1,acquired
12305,CA,29.34764062,-118.9544706,sdv-pii-qi6fj,sdv-pii-78w9z,sdv-pii-294i4,sdv-pii-59crg,sdv-pii-9qkl4,1,09/21/2010,,04-05-1999,09/23/2008,0.867766639,0.348683944,3.378145874,9.659391265,5,1,11000,4,TX,0,0,0,0,1,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-5oe19,0,0,0,1,0,1,1.796194224,1,closed
12306,CO,48.13039927,-122.7569561,sdv-pii-f9vlk,sdv-pii-07cj5,sdv-pii-2l9jc,sdv-pii-ivcpm,sdv-pii-m1j0w,1,12-06-2012,,10/18/2013,08/22/2010,1.459400713,1.940981795,4.339941884,4.097354194,9,2,6786902,0,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-ay2xv,1,1,1,1,1,0,1,1,acquired
12307,NC,44.46657474,-68.43316224,sdv-pii-vd8t0,sdv-pii-ky709,sdv-pii-4hxan,sdv-pii-wavcr,sdv-pii-z26a1,1,08/27/2006,,03/18/1996,04/24/2010,0.375776461,1.315463066,8.298863461,0.982833082,1,2,11000,3,IL,0,0,1,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-ahtbj,0,0,0,1,0,0,1.808311076,1,acquired
12308,CA,37.55700944,-67.50331422,sdv-pii-5wchd,sdv-pii-chdxt,sdv-pii-n5sir,,sdv-pii-dcnqu,1,05/16/1998,10/14/2011,07-11-2011,04/27/2013,0.43795887,9.001731896,13.06552489,-2.184913341,16,1,11000,3,CA,0,0,0,1,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-p3gxe,0,0,0,0,0,0,2.14703437,1,closed
12309,WA,38.26169173,-117.7761367,sdv-pii-jdv5x,sdv-pii-em3vz,sdv-pii-5croe,sdv-pii-u1pq8,sdv-pii-q6bdg,1,02-03-2006,,06/23/2006,02/24/2011,1.961029307,3.540562454,7.458785718,4.290520661,2,4,11000,2,CA,1,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,sdv-pii-ls1sv,0,0,0,0,0,0,1.819260368,1,closed
12310,CA,37.94051809,-78.39826468,sdv-pii-pwqly,sdv-pii-pbzc5,sdv-pii-c32gu,sdv-pii-z4hq3,sdv-pii-quzxo,1,03/14/2005,,11/25/1999,08/18/2014,-1.110647381,-0.059617623,,-0.98211804,11,4,11000,1,CA,1,0,0,0,0,cleantech,0,0,1,0,0,0,0,0,0,0,sdv-pii-jrm6r,1,1,0,0,0,0,2.266905965,1,closed
12311,MA,42.79226468,-104.6570475,sdv-pii-wxwco,sdv-pii-fphhu,sdv-pii-4oi1c,,sdv-pii-3z7gq,1,06/15/2006,09/13/2011,05-05-2011,01/20/2010,0.821966818,-0.617003387,9.492918536,,9,1,11000,0,CA,0,0,0,0,0,ecommerce,0,0,0,0,1,0,0,0,0,0,sdv-pii-55gyh,0,1,0,1,0,0,5.025960673,0,acquired
12312,CA,42.28531545,-62.83273486,sdv-pii-ago8c,sdv-pii-x8pa4,sdv-pii-qyupw,sdv-pii-2yfiq,sdv-pii-4zh1a,1,06/30/2004,09-09-2011,03/26/2014,02/22/2010,2.60854921,6.225845379,3.963782788,2.75573561,3,3,11000,0,MA,0,0,0,0,0,software,0,1,0,0,0,0,0,0,0,0,sdv-pii-zn8i3,0,1,0,0,0,0,1.077822549,0,acquired
12313,WA,38.96676302,-68.64364595,sdv-pii-9b5dz,sdv-pii-8txs5,sdv-pii-cvt1l,,sdv-pii-ifqrw,1,10/30/2013,,05/18/2004,10/30/2009,5.622536559,1.498403755,3.578045022,1.116008363,0,3,11000,1,CA,0,0,0,0,1,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-sgbn0,0,1,0,1,0,0,1,1,acquired
12314,CA,37.22368777,-122.7569561,sdv-pii-md2me,sdv-pii-spxsg,sdv-pii-o7jnn,,sdv-pii-ucyoo,1,04/30/2005,,09-10-2005,08/14/2011,0.166857318,0.781035788,3.721805364,-1.568419472,7,7,11000,3,CA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,0,sdv-pii-oaq83,1,0,1,0,0,0,2.877474057,1,acquired
12315,CA,37.70052047,-119.7723542,sdv-pii-wuqw5,sdv-pii-21mv6,sdv-pii-2s8j5,,sdv-pii-wy5a9,1,03/25/1998,09/15/2011,06-01-2008,12-11-2011,1.133099329,1.006088142,,3.375486341,7,3,11000,3,TN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,sdv-pii-8jjx8,0,0,1,1,1,0,1.709651812,1,acquired
12316,NY,40.90100227,-71.40656858,sdv-pii-ghard,sdv-pii-698mc,sdv-pii-r31rz,,sdv-pii-tawcj,0,05/17/2011,,04-01-2004,07-02-2012,1.785855505,8.776310697,17.02423537,4.709583847,5,6,7832761,3,MA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,0,sdv-pii-rvmcp,1,0,0,0,1,0,1.962527744,0,acquired
12317,CA,47.6504188,-117.1207412,sdv-pii-91tqt,sdv-pii-qnwxv,sdv-pii-lpovv,,sdv-pii-spwgc,0,01-10-2005,11-06-2011,10/29/1998,06/18/2008,1.534377486,1.491439966,8.831332893,,23,4,11000,0,TX,0,0,0,0,1,hardware,0,1,1,0,0,0,0,1,0,0,sdv-pii-uvy5q,1,1,1,0,1,1,3.121036832,1,acquired
12318,CA,37.37981332,-96.26201544,sdv-pii-kf8z8,sdv-pii-dy99w,sdv-pii-wk1nl,,sdv-pii-m1r87,0,03-12-2006,09/29/2011,09-02-2010,11/23/2006,8.879313001,3.473628224,14.56045074,0.500435289,1,4,11000,2,CA,1,0,0,0,1,music,0,0,0,0,0,0,0,0,0,0,sdv-pii-wtfqb,0,0,0,1,1,1,4.596214524,1,acquired
12319,MA,37.75995769,-66.41609056,sdv-pii-biyps,sdv-pii-sfdfn,sdv-pii-kqt3b,,sdv-pii-qf959,1,07-10-2008,,04/27/2005,12/31/2013,0.928475771,2.982874869,3.521642358,3.587562558,2,4,11000,2,WA,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-jqxfv,0,0,0,0,0,0,1.531559082,1,acquired
12320,CA,37.72175804,-87.3105041,sdv-pii-heo8r,sdv-pii-68xwk,sdv-pii-accto,sdv-pii-hcm9e,sdv-pii-zof9s,1,02/20/2011,,08/23/2009,04-12-2010,2.611654669,5.974722115,3.925419085,1.87636495,4,5,11000,0,CA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,sdv-pii-lbqyz,0,1,0,0,1,0,1,1,acquired
12321,CA,44.16514239,-64.76280548,sdv-pii-d01na,sdv-pii-rzgt7,sdv-pii-c3x9t,,sdv-pii-4ngpo,1,01-04-2001,,07/25/2007,07/21/2014,-0.020939411,1.773546049,10.81936897,6.503177396,9,3,11000,3,WA,0,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,1,sdv-pii-zp8cm,0,0,1,1,0,0,4.461145642,1,closed
