,Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
369,369,CA,51.0610373857491,-67.9835313024183,sdv-pii-frpzh,sdv-pii-3w4j0,sdv-pii-f4px2,sdv-pii-12kww,sdv-pii-13qs6,1,09/10/2009,,01/27/2014,11/04/2010,1.367589748631338,8.47917354876082,2.556583507123404,9.771708260920022,2,3,11000,3,CA,0,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,0,sdv-pii-0dmlj,1,0,1,0,1,0,2.4572874239119704,1,closed
370,370,TX,37.83364398722275,-101.81772727152725,sdv-pii-ed0vp,sdv-pii-uwkjv,sdv-pii-7mko4,,sdv-pii-21wlj,1,07/24/2006,10/24/2011,04/30/2010,09/29/2009,2.321729829483359,4.106943605789207,4.475227302107333,5.1500731645276,4,1,11000,1,NY,0,0,0,0,1,software,1,0,1,0,0,0,0,0,0,0,sdv-pii-zcaor,0,1,0,1,0,0,11.867085374465676,1,closed
371,371,MD,43.934049917719136,-62.79766413417051,sdv-pii-8jn3y,sdv-pii-nh11o,sdv-pii-6a6av,sdv-pii-cu6e8,sdv-pii-oo4fe,1,07/21/2009,,01/22/2010,11/01/2011,1.5040566919590082,7.507906765930625,1.371569543865366,4.807560366248137,3,3,11000,3,NY,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-m7mrb,0,0,0,1,1,1,4.386932724105903,1,closed
372,372,TX,36.97577637462231,-84.94683773588024,sdv-pii-3tmb9,sdv-pii-v5tpa,sdv-pii-8jd9c,,sdv-pii-nfquu,0,07/01/2010,09/02/2011,06/20/2007,10/01/2011,2.8136558444343667,7.468688470147473,2.7789783206237137,1.7494809141849537,0,1,11000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,0,0,1,sdv-pii-6mlin,0,0,0,0,1,0,1.4503609305781393,1,acquired
373,373,NY,37.76773935123019,-115.25240105094298,sdv-pii-4d25s,sdv-pii-80dy7,sdv-pii-rqyo1,sdv-pii-1dfk5,sdv-pii-k8nqh,1,09/16/2007,,06/25/2005,06/27/2011,1.5003835477503706,4.70004866718857,0.6296970539758182,12.169936236108155,1,2,11000,0,CA,0,0,0,0,0,software,0,0,0,0,0,0,1,0,0,0,sdv-pii-5ou0p,0,0,0,1,0,0,1.0138597356013364,0,closed
374,374,MA,38.15162970402678,-65.79511557837891,sdv-pii-v2xdj,sdv-pii-nrnnw,sdv-pii-fjqdr,,sdv-pii-gzazi,0,06/30/2011,11/20/2011,10/13/2006,09/26/2009,4.665167053329799,6.24488362036833,2.968692264586603,,1,2,11000,0,CA,0,0,0,0,0,software,1,0,0,0,0,0,0,0,0,1,sdv-pii-kx5fg,0,0,1,1,0,1,1.5378734334820616,1,acquired
375,375,MA,37.82783968606356,-62.582879791899636,sdv-pii-ap5zt,sdv-pii-n5zyp,sdv-pii-n4paj,,sdv-pii-1aj33,0,05/06/2013,,03/18/2007,01/18/2012,6.372491682765684,7.665546024314204,6.168449969712472,1.3432260840348365,16,1,11000,2,FL,1,0,0,1,0,public_relations,0,1,0,0,0,0,0,0,0,0,sdv-pii-2o3mh,0,0,0,1,1,0,1.6374635724402435,1,closed
376,376,CA,43.02676394139024,-118.5436238974793,sdv-pii-fogo1,sdv-pii-94sw6,sdv-pii-nfoks,sdv-pii-s6ar7,sdv-pii-qh75c,0,04/28/2012,,02/13/2006,06/10/2012,1.4053136075481114,7.441412478997226,3.2450048324446024,4.357410185414688,13,3,11000,4,CA,0,0,0,0,0,semiconductor,1,0,0,0,0,0,0,0,0,0,sdv-pii-pm23v,1,0,0,1,1,1,3.8400879307185587,1,acquired
377,377,CA,37.93616978063355,-71.32952008575697,sdv-pii-zh1fz,sdv-pii-31q5o,sdv-pii-kp5ap,sdv-pii-gzjig,sdv-pii-2euuo,1,05/06/2007,,06/16/2008,08/04/2008,1.4803814862397178,10.69023632093753,3.9248843017078006,2.773976380312828,0,2,2569469,4,VA,0,0,0,0,0,security,0,0,0,0,0,0,0,0,0,0,sdv-pii-o47q7,0,0,0,1,0,0,3.540520813393929,1,closed
378,378,CA,37.102281599450464,-63.4805342369789,sdv-pii-yp654,sdv-pii-n7tdx,sdv-pii-2nrkl,sdv-pii-t7ni0,sdv-pii-mcmeq,0,07/03/2012,10/12/2011,01/11/2005,12/14/2011,2.381781837831255,11.9447350577413,7.426877887694327,4.50877248301864,0,2,11000,1,WA,1,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-kgkko,0,0,1,1,0,0,5.9155140262316745,0,acquired
379,379,MA,33.57132911138629,-74.23696707407498,sdv-pii-jt9te,sdv-pii-w3enk,sdv-pii-i6jll,sdv-pii-fhvpe,sdv-pii-qqv8j,0,07/25/2006,,04/26/2007,11/25/2008,1.1619768523929705,4.391057894237942,8.269208332010011,5.342414921132052,0,3,11000,5,TX,1,1,0,0,0,advertising,1,0,0,0,0,0,0,0,0,0,sdv-pii-in3h2,1,1,0,0,1,0,1.0924587921217634,1,closed
380,380,VA,42.6192628341169,-67.40588301149653,sdv-pii-3a3nt,sdv-pii-p33yf,sdv-pii-v0wji,,sdv-pii-xiz56,0,04/29/2009,09/19/2011,11/04/2008,03/06/2014,1.8402516882062137,5.753099869262819,2.4922353219613447,11.560069098446355,0,2,11000,3,TX,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-i4p37,1,0,1,0,0,0,4.178900427002453,1,acquired
381,381,MA,38.08445457644572,-62.94417375123558,sdv-pii-sre21,sdv-pii-s3m5m,sdv-pii-8x7lu,,sdv-pii-8843e,0,03/18/2007,11/07/2011,06/28/2009,05/26/2010,0.4269938244625293,5.41458883192988,1.513855310391917,14.848450159920535,9,2,11000,2,CA,1,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-5ytuy,0,0,0,0,0,0,5.734793106627869,1,closed
382,382,CA,37.631597971775854,-64.87880464812262,sdv-pii-8vxet,sdv-pii-eh7yp,sdv-pii-6uc8a,,sdv-pii-aufs3,1,06/08/2009,,02/07/2004,10/31/2011,8.071827688632114,7.516057813653616,7.303267602893747,0.290593619914989,0,2,11000,1,CA,1,0,0,0,0,web,0,0,0,0,0,1,0,0,0,0,sdv-pii-m70sk,1,0,1,1,0,0,6.0310364362948325,1,acquired
383,383,CA,37.38797380765368,-75.13550713843301,sdv-pii-n8bmr,sdv-pii-01ijl,sdv-pii-92rwq,,sdv-pii-aj86i,1,10/13/2012,,02/16/2004,12/19/2011,2.375967061926956,4.727915444990371,6.00888062663142,14.526520953390492,0,2,11000,0,CA,0,0,0,0,0,real_estate,1,1,0,0,0,0,0,0,0,0,sdv-pii-1eggl,1,0,0,1,1,0,10.147573639679093,1,acquired
384,384,UT,38.13171233348147,-117.28468325864459,sdv-pii-uhzyj,sdv-pii-i9cvp,sdv-pii-e4trm,,sdv-pii-1rrxf,1,12/17/2009,,03/06/2005,08/14/2012,0.20202967846719144,4.152860626663442,-2.6473709527518117,,2,4,49572414,1,NC,0,0,1,0,0,security,1,0,0,0,0,0,0,0,0,0,sdv-pii-snh03,1,0,0,0,0,0,6.202171682657445,1,acquired
385,385,MA,37.07575712133304,-76.64846379527658,sdv-pii-lgvbv,sdv-pii-vashr,sdv-pii-0qyrc,sdv-pii-har6d,sdv-pii-pytos,0,08/25/2006,,01/04/2007,12/08/2006,4.0247247937946415,1.856049183494794,-0.6244311913246057,,8,1,11000,3,CA,0,0,0,0,0,social,1,0,0,0,0,0,0,0,0,1,sdv-pii-zd4v6,1,0,0,0,0,0,7.6765371693161715,0,closed
386,386,CA,37.89404470400261,-118.4358414908077,sdv-pii-f56u3,sdv-pii-hbn6o,sdv-pii-ua3nn,,sdv-pii-tgwgg,0,09/15/2007,11/29/2013,10/26/2004,10/19/2013,0.9666826804892736,11.559810774482926,-4.252728346077231,5.5253272044372075,17,4,11000,1,TN,0,0,0,0,0,mobile,0,0,0,0,0,0,0,1,0,0,sdv-pii-qgqsf,1,0,1,1,0,0,1.4615076096911865,1,acquired
387,387,NY,34.79538021859116,-59.63300031884595,sdv-pii-xqhjw,sdv-pii-5ef6b,sdv-pii-zxrjd,,sdv-pii-4xuhx,1,02/07/2008,,03/27/2004,12/24/2013,10.75161770014196,5.39499738065847,8.942884536325,6.047970154845274,11,2,11000,3,WI,0,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,1,sdv-pii-73s18,0,1,0,0,1,0,4.136877800212904,1,acquired
388,388,DC,38.075974801900855,-70.82940550051235,sdv-pii-0mraa,sdv-pii-f2m81,sdv-pii-v41q5,,sdv-pii-p5khr,1,09/29/2006,05/15/2013,03/17/2007,02/01/2007,8.245932985748386,7.326452379850273,2.4077118235881896,0.9799656911951936,9,2,11000,1,CA,0,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,0,sdv-pii-1kql9,0,0,0,1,0,0,4.795945600987329,1,acquired
389,389,CA,37.52002863345261,-71.13593344247342,sdv-pii-cm02h,sdv-pii-rxfgn,sdv-pii-q8h93,,sdv-pii-orp9z,1,04/24/2000,,08/11/2006,05/30/2009,4.857632456748992,4.456709095799981,3.627579351321434,4.519124012912732,2,1,11000,2,CA,0,0,1,0,0,other,0,0,0,0,0,0,0,0,0,0,sdv-pii-y8877,1,0,0,0,0,0,1.5778375706573966,1,closed
390,390,CA,37.81025649031659,-65.09017272980273,sdv-pii-755rs,sdv-pii-8ustb,sdv-pii-mq6ej,sdv-pii-8ikld,sdv-pii-k4dy3,1,02/03/2009,,03/24/2008,12/26/2010,1.4824710795631826,2.0801715833663845,11.088724936948198,,1,1,11000,2,NY,1,0,0,0,0,public_relations,1,0,0,0,0,0,0,0,0,1,sdv-pii-vt7lr,0,0,0,1,0,0,2.683257673224482,1,acquired
391,391,MA,37.774601540182154,-66.28900083792475,sdv-pii-t3346,sdv-pii-s9wa6,sdv-pii-8iuqx,,sdv-pii-7zkp8,1,06/18/2004,,12/12/2011,06/28/2010,0.741432230367026,1.057402659592625,8.555616699920567,11.99562357327136,0,3,11000,2,VA,0,0,0,1,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-dxk7g,0,0,0,0,1,0,6.723134043013243,1,closed
392,392,CA,33.36345799290385,-117.08278921498369,sdv-pii-4ldxp,sdv-pii-w128j,sdv-pii-lnaxd,,sdv-pii-zdvaj,1,02/02/2008,,04/11/2004,07/14/2013,1.210937721696574,7.068011653462488,,4.36875194425714,4,1,11000,0,CA,0,0,0,0,0,web,0,1,0,0,0,0,0,0,0,1,sdv-pii-a434i,0,0,0,0,0,0,2.8616717212636402,0,closed
393,393,IL,38.15948669541496,-79.44614244215319,sdv-pii-4i0ad,sdv-pii-wd8ac,sdv-pii-mm9mc,sdv-pii-m6m8l,sdv-pii-psyon,0,02/25/2004,10/05/2011,09/12/2006,10/21/2008,0.312449162880029,9.605426427066423,3.457899445068472,3.800964254601426,0,2,6397542,4,CA,0,1,0,0,0,games_video,0,0,0,0,0,0,0,0,0,1,sdv-pii-opops,0,0,0,1,0,0,4.147440888660225,0,closed
394,394,CA,37.64579446029561,-77.10526439537986,sdv-pii-ytelv,sdv-pii-o8u0j,sdv-pii-nso5e,,sdv-pii-nj5pv,0,05/04/2012,,06/21/2001,02/17/2013,3.2102579700437044,5.072359563566297,1.6018505309229845,1.3631381351462175,0,4,11000,1,CA,0,0,1,0,0,photo_video,0,0,0,0,0,0,0,0,0,0,sdv-pii-3yitx,1,0,0,1,0,0,4.516058794018226,0,acquired
395,395,UT,37.9714532428734,-117.352227191336,sdv-pii-e11ar,sdv-pii-vzin8,sdv-pii-4jef0,sdv-pii-ao998,sdv-pii-2eezj,0,05/19/2002,,06/25/2008,03/16/2014,11.453234537566114,4.426442140157831,3.3161842203661553,,0,5,11000,0,MA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,1,sdv-pii-86b8q,0,0,0,0,1,1,3.472694985672181,1,acquired
396,396,TX,37.747364425034824,-78.66763015972941,sdv-pii-iyzre,sdv-pii-8i8ey,sdv-pii-rfddn,,sdv-pii-r67qv,1,03/08/2004,04/20/2012,11/10/2006,10/10/2011,3.4714384601044443,6.361111184617492,3.421930243438079,9.302781334306765,0,2,11000,0,TX,0,0,1,0,0,semiconductor,0,0,0,0,0,1,0,0,0,0,sdv-pii-ayb79,0,0,1,1,0,1,4.898673266993276,1,acquired
397,397,CA,37.94900262744435,-115.22069280302375,sdv-pii-3yyn6,sdv-pii-qisbz,sdv-pii-b5qa7,,sdv-pii-sekq2,0,11/22/2003,09/30/2013,10/13/2008,10/08/2013,1.840045446888583,2.035902607700945,0.31096380192323114,11.129387182749413,7,3,11000,2,CA,0,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,sdv-pii-74wo7,1,0,0,1,0,0,3.7781927779485733,1,acquired
398,398,MA,38.37775744590309,-116.30596989839809,sdv-pii-9v9ue,sdv-pii-2s11u,sdv-pii-c5vsg,sdv-pii-srh5t,sdv-pii-vuzan,0,05/09/2007,,07/01/2008,09/10/2010,1.7770582558149357,5.3197974426907155,-1.7811188737394157,4.745218767132341,3,1,11000,3,MA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-nc95y,0,0,1,1,0,0,1.0890200811720567,1,closed
399,399,CA,38.51764327089374,-65.06559547372615,sdv-pii-fa4zg,sdv-pii-303ys,sdv-pii-a2h0g,sdv-pii-g2085,sdv-pii-s75qz,0,12/24/2006,,10/27/2009,03/23/2009,2.2783153492038264,5.082064471630972,6.308139144650596,2.8462281084834355,7,4,11000,2,CA,0,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,sdv-pii-cbpcv,1,0,0,1,0,0,2.6539516647397736,1,closed
400,400,TX,37.51743514280062,-74.52656789141538,sdv-pii-ffnl6,sdv-pii-3mer6,sdv-pii-1rzh0,,sdv-pii-mvigp,0,08/22/2008,,07/27/2003,11/07/2005,8.496167662985993,7.39637096465181,3.255039063572066,15.399212048967177,3,2,11000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,1,0,0,0,0,sdv-pii-zsm20,0,0,0,1,0,0,4.442835292961602,1,acquired
401,401,WA,37.81375355125188,-62.97437723629733,sdv-pii-8ahlq,sdv-pii-lsu0c,sdv-pii-ei6pw,sdv-pii-xfsb9,sdv-pii-hilg1,1,09/16/2010,,09/08/2006,05/19/2008,4.439861364684431,0.21218870081925179,1.9110782748866932,5.529206850599447,0,4,11000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,0,0,0,0,sdv-pii-9lyof,1,0,0,0,0,0,5.829247294155181,0,closed
402,402,IN,40.06124263185783,-76.09946066134788,sdv-pii-4jtfh,sdv-pii-o7399,sdv-pii-wnyuu,,sdv-pii-vq5oj,0,07/17/2008,,05/09/2007,08/03/2011,9.418356508370351,8.40728697470035,0.8695395724012321,12.293331142837669,7,2,11000,3,CA,0,0,1,0,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-wmird,1,0,0,1,0,0,4.408739452660669,0,closed
403,403,NY,37.59772478442542,-117.00345687827847,sdv-pii-g9eni,sdv-pii-t91vr,sdv-pii-i6mky,sdv-pii-4htt0,sdv-pii-xn9zj,1,11/28/2012,,06/07/2008,12/18/2007,3.875941698276743,12.63993379581028,2.7169267517078115,12.226240738540508,4,4,11781090,0,CA,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-gs420,1,0,0,1,0,0,2.687233135141062,1,closed
404,404,IL,37.84921610682431,-118.77871048067674,sdv-pii-ryucw,sdv-pii-hhu2g,sdv-pii-x1lfv,,sdv-pii-i80t9,1,11/02/2013,,09/29/2006,02/03/2008,2.092755801638212,6.491050644255399,-0.7191884670805946,4.459849928355846,0,1,11000,3,CA,0,1,0,0,0,advertising,1,0,0,0,0,0,0,0,0,0,sdv-pii-rjh7n,0,0,1,0,0,1,1.0,1,closed
405,405,CO,38.223864446582574,-67.222821365874,sdv-pii-c9l8v,sdv-pii-6s9hy,sdv-pii-j04u5,sdv-pii-s5uq4,sdv-pii-izk54,0,06/19/2007,11/23/2011,03/06/2009,03/09/2011,4.334821102252549,10.957754213582497,,13.059650401913997,0,4,11000,4,IL,0,0,0,0,0,semiconductor,1,0,0,0,0,0,1,0,0,0,sdv-pii-it06w,1,0,0,1,1,0,14.129867108560084,1,closed
406,406,CA,37.528923259809666,-119.35770740786523,sdv-pii-u1u7v,sdv-pii-ggulk,sdv-pii-25tdz,,sdv-pii-0uqx4,0,06/28/2008,,01/09/2006,08/17/2014,5.65965382535329,6.094096453277338,0.16626967649385738,5.042411495074961,12,2,11000,4,TX,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-3c6s8,0,0,0,1,0,0,4.575500264183177,1,closed
407,407,TX,50.446382976561736,-76.40320785256475,sdv-pii-loz4f,sdv-pii-2z22o,sdv-pii-ejblv,,sdv-pii-hwkvo,0,08/20/2004,11/27/2011,08/23/2009,09/21/2010,0.9181095380336335,5.516724399884943,1.6829857066822256,10.401290751494145,6,4,11000,0,NY,0,0,0,0,1,enterprise,1,0,0,0,0,0,0,0,0,1,sdv-pii-nnhkz,0,0,0,1,0,0,1.0,1,closed
408,408,MA,37.988780991375215,-66.46461931143278,sdv-pii-g8d59,sdv-pii-8nq3g,sdv-pii-8loov,,sdv-pii-vspau,0,07/19/2007,,05/11/2010,02/20/2010,8.792251751355026,10.589601672249781,0.8138414982246613,9.170930890370647,12,2,11000,3,CA,0,0,0,1,1,cleantech,0,0,0,0,0,1,0,0,0,0,sdv-pii-pcgra,1,1,0,1,0,0,2.942723773232364,0,acquired
409,409,NY,37.60760560104626,-84.96983927118286,sdv-pii-g4upp,sdv-pii-uyht5,sdv-pii-jdk9t,sdv-pii-7vbpw,sdv-pii-u3it8,1,06/16/2012,,01/28/2007,12/29/2005,2.372051345148708,1.4401941807846803,3.2302570534848183,11.743675021821788,1,2,11000,4,NY,1,0,0,1,0,biotech,0,0,0,0,1,0,0,0,0,1,sdv-pii-297ht,1,0,0,1,0,0,5.224111242006241,1,closed
410,410,CA,37.346372792819935,-90.84697594729118,sdv-pii-o564x,sdv-pii-pqrvt,sdv-pii-kv1d7,,sdv-pii-nxvqf,0,03/23/2010,,02/08/2006,11/05/2014,2.5248153817869983,4.349257754742566,2.371626156306024,1.231074252352296,0,2,11000,3,FL,0,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-vgunr,0,0,1,0,0,0,5.205473890888074,1,acquired
411,411,CA,38.42840507356705,-64.65198850531296,sdv-pii-f04b2,sdv-pii-8nrap,sdv-pii-r3hof,,sdv-pii-3x4zp,0,01/19/2008,,11/16/2008,07/07/2011,9.632096334802277,7.958359246047989,11.76833183531916,2.0954812209059908,10,1,11000,1,MA,0,0,0,1,0,public_relations,0,0,0,0,1,0,0,0,0,1,sdv-pii-dlczt,0,0,1,0,0,0,6.952254542517718,1,closed
412,412,NC,36.93293652370884,-66.53109591172144,sdv-pii-axy5z,sdv-pii-a01zh,sdv-pii-2f8nb,,sdv-pii-ado23,0,03/08/2007,,01/13/2005,08/04/2007,0.9672722096861104,5.309988617521533,3.0057912987156676,8.472082959926636,2,3,11000,3,TX,1,0,0,0,1,enterprise,0,0,0,0,1,0,0,0,0,1,sdv-pii-ctmcs,1,0,0,1,0,0,6.163820285742794,1,acquired
413,413,NY,37.1681045184018,-78.46743258237014,sdv-pii-g52hd,sdv-pii-qv97n,sdv-pii-hvtgg,,sdv-pii-5j1x3,1,05/17/2006,,11/26/2004,03/12/2012,4.779055351406704,3.0597799008302964,4.519612914034241,,4,4,11000,3,TX,0,0,0,0,0,biotech,0,0,1,0,0,0,0,0,0,1,sdv-pii-x6ru4,1,1,0,1,1,0,12.473980430523358,1,closed
414,414,MA,37.17771368522624,-63.675532035458616,sdv-pii-c9xt5,sdv-pii-aqoai,sdv-pii-mbu48,sdv-pii-cluux,sdv-pii-djx7c,0,03/06/2010,05/26/2010,10/15/2009,10/27/2011,1.9466911528766027,5.2956997442479,2.235873213512637,,2,5,17905539,1,NH,0,0,1,0,1,network_hosting,1,0,0,0,0,0,1,0,0,0,sdv-pii-79jbo,1,0,1,0,1,0,6.833067257121854,1,acquired
415,415,CA,37.58551616132268,-117.4561219076017,sdv-pii-euza9,sdv-pii-z5knw,sdv-pii-fvex0,sdv-pii-otr9j,sdv-pii-mcnp0,0,12/11/2005,,11/07/2007,11/25/2010,1.9354638747227246,9.007418625040376,2.6736048559790184,7.7925261352943815,7,1,11000,1,TX,1,0,1,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-yu8vj,0,0,1,1,0,0,2.3702952101310775,1,acquired
416,416,GA,37.0456735264821,-61.86854643391629,sdv-pii-soa0q,sdv-pii-ohr6m,sdv-pii-iv6lo,,sdv-pii-q4dpb,1,12/15/2011,,03/20/2005,01/04/2011,1.4332417550875243,21.8959,-1.18626539603374,2.8613618632521214,0,1,11000,2,VA,1,0,0,0,0,web,1,1,0,0,1,0,0,0,0,1,sdv-pii-2bifq,0,0,1,0,0,0,1.5225796052404257,1,acquired
417,417,CA,38.29844512082864,-91.35566676969465,sdv-pii-lkgqm,sdv-pii-0tq5o,sdv-pii-xksv0,,sdv-pii-l414p,1,07/05/2012,,04/13/2007,10/10/2007,4.47313269895917,3.016185331082891,0.7091649900877162,10.150756959829758,0,3,22116561,1,CA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,0,0,1,sdv-pii-fflga,0,0,1,1,0,0,4.179297454341755,1,acquired
418,418,NY,33.937386166734974,-117.34728414181758,sdv-pii-8wiio,sdv-pii-dk1db,sdv-pii-i7xa5,,sdv-pii-2a8lg,0,04/04/2005,,05/13/2012,01/13/2012,1.8865773124883822,7.431558464833357,2.78507198395801,8.366003989714008,9,2,11000,1,MA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-giss4,1,0,1,1,0,0,1.3196418188813053,1,closed
419,419,CA,33.20348655494434,-65.20362203193883,sdv-pii-ehqu3,sdv-pii-e6lak,sdv-pii-dfzml,sdv-pii-czx8x,sdv-pii-zrz9p,1,01/31/2015,,09/30/2007,07/14/2010,4.883630676947662,4.919664411607578,0.6336615950246989,3.6051461258706086,2,2,11000,3,MA,0,0,0,0,0,games_video,0,0,0,0,0,0,0,0,0,1,sdv-pii-ae3zy,0,0,0,1,0,0,2.9574957610077526,1,acquired
420,420,CO,38.03286148211662,-117.6770798291402,sdv-pii-eswzf,sdv-pii-n53az,sdv-pii-9dbwk,sdv-pii-3octb,sdv-pii-ubtx1,1,06/22/2007,,06/07/2007,02/02/2011,2.502509358907833,5.258203805331846,0.9367880124036466,9.678890567723592,0,3,11000,3,CA,1,0,0,0,0,advertising,1,0,0,1,0,0,0,0,0,0,sdv-pii-80p13,1,0,0,1,1,0,1.266403843995404,1,closed
421,421,CA,41.12390638636776,-65.30421576035427,sdv-pii-g7auj,sdv-pii-bqaqz,sdv-pii-e190t,sdv-pii-5gnor,sdv-pii-q9y78,1,01/17/2011,12/01/2011,07/21/2004,08/19/2011,2.216484885096414,3.2691937403936473,2.4713296527510717,9.952145432624501,0,3,11000,1,NY,0,0,1,0,0,advertising,0,0,0,0,0,0,0,0,0,1,sdv-pii-r4kqe,1,0,1,1,0,1,4.720170123153956,1,closed
422,422,CA,40.03391196064226,-115.91187373922827,sdv-pii-jpcrj,sdv-pii-pqoew,sdv-pii-xhdui,,sdv-pii-5wu6n,1,05/05/2006,10/06/2011,11/02/2005,08/26/2010,0.8372448100423235,2.269144827522391,2.801457098294663,4.91592414821754,5,5,11000,3,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,0,sdv-pii-s3rb5,0,0,1,0,0,0,6.2205952708040675,0,acquired
423,423,CA,50.791292799256695,-96.33724320425615,sdv-pii-yx4wy,sdv-pii-c6x6l,sdv-pii-xf5rf,,sdv-pii-lmic6,0,02/20/2010,09/29/2011,04/30/2005,05/19/2012,11.635438361201984,2.7116299836126494,1.8230101533122092,,13,7,11000,1,CA,1,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,sdv-pii-36j7q,0,0,0,0,0,0,2.4863914423615294,1,closed
424,424,RI,37.70997234430042,-63.800402855466565,sdv-pii-diy5t,sdv-pii-lexhs,sdv-pii-35y8j,,sdv-pii-lmae6,0,03/26/2003,,07/14/2008,01/29/2010,0.972269464129033,5.072635445016337,,7.678762093888232,6,2,9902192,1,NY,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,sdv-pii-d5nr3,0,0,0,0,0,0,4.816834189261515,1,closed
425,425,WA,37.48760818612137,-69.5770801077952,sdv-pii-8uakg,sdv-pii-qwge6,sdv-pii-x9kn1,,sdv-pii-geed4,1,12/17/2013,09/21/2011,10/12/2005,01/31/2011,21.8959,6.09399042123631,8.898629008150662,8.689487237496108,0,3,11000,0,CA,0,0,1,0,1,public_relations,0,0,0,1,0,0,0,0,0,0,sdv-pii-vyxnc,0,0,0,0,1,0,6.020115662052972,1,closed
426,426,CA,38.26270848686454,-67.6932795763464,sdv-pii-w17b1,sdv-pii-qxy4i,sdv-pii-7vzf0,sdv-pii-ruwsb,sdv-pii-bogvx,0,03/09/2008,,06/14/2003,07/19/2007,9.965777385215693,8.713911428988219,2.440021063007939,6.110043738922819,12,2,11000,0,WA,0,0,0,0,0,games_video,0,0,0,0,0,0,0,0,0,0,sdv-pii-lq139,1,0,1,1,1,0,1.8267055749568961,1,closed
427,427,CA,37.89235025025611,-66.55115592464855,sdv-pii-a30ay,sdv-pii-q4z02,sdv-pii-5a305,sdv-pii-p601e,sdv-pii-djwly,0,04/08/2007,,06/01/2006,08/18/2013,0.29832415941992635,7.706739749204155,3.0856146895550807,,0,7,11000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,0,sdv-pii-r3ind,0,0,1,1,0,0,5.100284855530917,1,closed
428,428,CA,37.70876173315301,-73.04326913388685,sdv-pii-5vnu2,sdv-pii-pfto2,sdv-pii-njheg,sdv-pii-rkhbj,sdv-pii-ksl8m,1,06/13/2008,,06/10/2008,08/17/2011,1.0914834334431442,-1.1059154308617036,,,0,2,11000,3,CA,0,0,0,0,0,enterprise,0,0,0,0,0,0,0,0,0,0,sdv-pii-7ovb5,0,0,1,1,0,0,7.141491593091378,1,closed
429,429,VA,44.18214410000929,-118.27600894361554,sdv-pii-4k08d,sdv-pii-g8fae,sdv-pii-9oy7k,sdv-pii-mlvs0,sdv-pii-jc5li,1,03/06/2005,11/14/2011,12/13/2010,08/23/2011,13.981857847688413,13.70407257485909,2.416716628803038,2.598038589920715,8,2,11000,3,PA,0,1,0,1,1,other,0,0,0,0,1,0,0,0,0,0,sdv-pii-7c6h9,0,0,0,1,0,0,4.40317267379673,1,closed
430,430,CA,38.28006239000732,-115.21194799202402,sdv-pii-qqs6w,sdv-pii-clh7l,sdv-pii-rv2h2,,sdv-pii-lgra9,1,10/26/2010,,06/30/2009,11/28/2014,1.5992262699369042,5.272359899897069,9.69109408198874,5.255035261341244,11,2,11000,3,CA,1,0,0,0,1,web,1,0,0,1,0,0,0,0,0,0,sdv-pii-0e2jc,0,0,0,0,0,0,10.864304821407421,1,closed
